Time,Nodes,Symptomatic
0,1,0
0,2,0
0,3,0.16
0,4,0.16
0,5,0.16
0,6,0
0,7,0
0,8,0.16
0,9,0
0,10,0
0,11,0.16
0,12,0.16
0,13,0
0,14,0
0,15,0
0,16,0
0,17,0.16
0,18,0
0,19,0.16
0,20,0
0,21,0.16
0,22,0
0,23,0
0,24,0
0,25,0.16
0,26,0
0,27,0.16
0,28,0
0,29,0
0,30,0
0,31,0
0,32,0
0,33,0
0,34,0
0,35,0
0,36,0
0,37,0.16
0,38,0
0,39,0.16
0,40,0.16
0,41,0.16
0,42,0
0,43,0.16
0,44,0.16
0,45,0.16
0,46,0
0,47,11.52
1,1,-nan
1,2,-nan
1,3,-nan
1,4,-nan
1,5,-nan
1,6,-nan
1,7,-nan
1,8,-nan
1,9,-nan
1,10,-nan
1,11,-nan
1,12,-nan
1,13,-nan
1,14,-nan
1,15,-nan
1,16,-nan
1,17,-nan
1,18,-nan
1,19,-nan
1,20,-nan
1,21,-nan
1,22,-nan
1,23,-nan
1,24,-nan
1,25,-nan
1,26,-nan
1,27,-nan
1,28,-nan
1,29,-nan
1,30,-nan
1,31,-nan
1,32,-nan
1,33,-nan
1,34,-nan
1,35,-nan
1,36,-nan
1,37,-nan
1,38,-nan
1,39,-nan
1,40,-nan
1,41,-nan
1,42,-nan
1,43,-nan
1,44,-nan
1,45,-nan
1,46,-nan
1,47,-nan
2,1,-nan
2,2,-nan
2,3,-nan
2,4,-nan
2,5,-nan
2,6,-nan
2,7,-nan
2,8,-nan
2,9,-nan
2,10,-nan
2,11,-nan
2,12,-nan
2,13,-nan
2,14,-nan
2,15,-nan
2,16,-nan
2,17,-nan
2,18,-nan
2,19,-nan
2,20,-nan
2,21,-nan
2,22,-nan
2,23,-nan
2,24,-nan
2,25,-nan
2,26,-nan
2,27,-nan
2,28,-nan
2,29,-nan
2,30,-nan
2,31,-nan
2,32,-nan
2,33,-nan
2,34,-nan
2,35,-nan
2,36,-nan
2,37,-nan
2,38,-nan
2,39,-nan
2,40,-nan
2,41,-nan
2,42,-nan
2,43,-nan
2,44,-nan
2,45,-nan
2,46,-nan
2,47,-nan
3,1,-nan
3,2,-nan
3,3,-nan
3,4,-nan
3,5,-nan
3,6,-nan
3,7,-nan
3,8,-nan
3,9,-nan
3,10,-nan
3,11,-nan
3,12,-nan
3,13,-nan
3,14,-nan
3,15,-nan
3,16,-nan
3,17,-nan
3,18,-nan
3,19,-nan
3,20,-nan
3,21,-nan
3,22,-nan
3,23,-nan
3,24,-nan
3,25,-nan
3,26,-nan
3,27,-nan
3,28,-nan
3,29,-nan
3,30,-nan
3,31,-nan
3,32,-nan
3,33,-nan
3,34,-nan
3,35,-nan
3,36,-nan
3,37,-nan
3,38,-nan
3,39,-nan
3,40,-nan
3,41,-nan
3,42,-nan
3,43,-nan
3,44,-nan
3,45,-nan
3,46,-nan
3,47,-nan
4,1,-nan
4,2,-nan
4,3,-nan
4,4,-nan
4,5,-nan
4,6,-nan
4,7,-nan
4,8,-nan
4,9,-nan
4,10,-nan
4,11,-nan
4,12,-nan
4,13,-nan
4,14,-nan
4,15,-nan
4,16,-nan
4,17,-nan
4,18,-nan
4,19,-nan
4,20,-nan
4,21,-nan
4,22,-nan
4,23,-nan
4,24,-nan
4,25,-nan
4,26,-nan
4,27,-nan
4,28,-nan
4,29,-nan
4,30,-nan
4,31,-nan
4,32,-nan
4,33,-nan
4,34,-nan
4,35,-nan
4,36,-nan
4,37,-nan
4,38,-nan
4,39,-nan
4,40,-nan
4,41,-nan
